Type,Sex,Spayed/Neutered,Primary Breed,Primary Color,Secondary Color,Days in Shelter,is_adopted,Has Name,age_at_intake,intake_month,intake_dayofweek
Cat,Female,Yes,Domestic Shorthair,Brown Tabby,Missing,23.0,1,1,37.0,4,3
Cat,Male,yes,Domestic Shorthair,Black,Missing,9.0,1,0,55.0,6,0
Cat,Female,No,Domestic Shorthair,Torbie,White,4.0,0,1,122.0,6,3
Dog,Female,Yes,American Pit Bull Terrier,White,Tan,81.0,1,1,1096.0,3,1
Cat,Female,yes,Domestic Shorthair,Brown Tabby,Missing,48.0,1,1,56.0,6,2
Kitten,Unknown,No,Domestic Shorthair,Black,Black Tortoiseshell,0.0,0,0,7.0,7,4
Cat,Male,No,Domestic Shorthair,Orange Tabby,White,47.0,0,1,739.0,3,6
Cat,Male,No,Domestic Shorthair,Brown Tabby,Missing,6.0,0,0,42.0,6,0
Cat,Female,No,Domestic Shorthair,Black,Missing,50.0,1,1,12.0,4,3
Cat,Female,Yes,Domestic Shorthair,Brown Tabby,Missing,62.0,1,1,15.0,4,2
Dog,Female,No,American Pit Bull Terrier,Black,Brown,91.0,1,1,364.0,5,4
Kitten,Male,No,Domestic Medium Hair,Brown Tabby,Missing,18.0,0,0,20.0,5,4
Cat,Female,Yes,Domestic Shorthair,Black,White,53.0,1,1,12.0,4,3
Dog,Male,Yes,American Pit Bull Terrier,Tan,Missing,205.0,1,1,195.0,3,1
Bird (wildlife),Unknown,Unknown,Parrot,Green,Missing,0.0,0,0,122.0,8,4
Cat,Female,Yes,Domestic Shorthair,White,BLUE TABBY,11.0,1,1,731.0,8,6
Dog,Male,No,Japanese Chin,Black,White,7.0,0,0,3073.0,5,0
Puppy,Male,Yes,Boxer,Tan,White,24.0,1,1,49.0,7,3
Puppy,Female,Yes,Anatolian Shepherd,Brown,Black,8.0,1,1,56.0,8,0
Cat,Female,Unknown,Domestic Shorthair,Blue,Missing,13.0,0,0,122.0,5,1
Cat,Female,Yes,Domestic Shorthair,Brown Tabby,White,30.0,1,1,35.0,6,0
Dog,Male,Unknown,American Pit Bull Terrier,White,Black,2.0,0,1,731.0,8,4
Dog,Male,Yes,Australian Cattle Dog,White,Black,117.0,0,1,2192.0,3,4
Dog,Male,No,American Pit Bull Terrier,Tan,White,3.0,0,0,3653.0,7,2
Dog,Male,Yes,Dachshund - Smooth,White,Tri Color,14.0,1,1,42.0,5,3
Cat,Unknown,Unknown,Domestic Medium Hair,Seal Point,Cream,3.0,0,0,122.0,7,4
Dog,Male,yes,Labrador Retriever,White,Missing,31.0,1,1,31.0,4,5
Cat,Male,Yes,Domestic Shorthair,BLUE TABBY,White,5.0,1,1,1826.0,8,3
Dog,Male,No,Shepherd,Black,Brown,1.0,0,1,4286.0,7,1
Cat,Female,Yes,Domestic Shorthair,Black,White,29.0,1,0,31.0,4,2
Cat,Female,Yes,Domestic Shorthair,Torbie,Missing,54.0,0,1,365.0,6,2
Dog,Male,Yes,Poodle - Miniature,Black,White,8.0,1,0,731.0,6,6
Cat,Male,Yes,Domestic Shorthair,Brown Tabby,White,122.0,1,0,4.0,3,2
Dog,Female,Unknown,American Pit Bull Terrier,Tan,Missing,26.0,0,1,732.0,6,4
Dog,Male,Yes,Rottweiler,Black,Tan,39.0,1,1,1096.0,5,4
Cat,Female,yes,Domestic Shorthair,Torbie,Black,5.0,1,0,56.0,5,2
Cat,Male,No,Domestic Shorthair,Cream Ginger Tabby,White,4.0,0,1,1461.0,9,2
Cat,Unknown,Unknown,Domestic Shorthair,Calico,Missing,0.0,0,0,122.0,8,1
Dog,Female,No,Border Collie,Tri Color,Black,0.0,0,1,150.0,6,6
Cat,Male,No,Domestic Shorthair,Black,Missing,0.0,0,0,14.0,5,1
Dog,Male,Yes,German Shepherd,Red,Missing,71.0,1,0,122.0,7,1
Cat,Male,yes,Domestic Shorthair,Brown Tabby,Missing,11.0,1,0,106.0,8,4
Dog,Female,yes,Chihuahua - Smooth,Black,Missing,9.0,1,1,363.0,5,1
Cat,Male,Yes,BRITISH SH,Apricot,White,101.0,0,1,731.0,3,3
Dog,Male,Yes,Labrador Retriever,Brown,White,51.0,1,1,731.0,7,2
Dog,Male,No,Plott Hound,Black,White,21.0,0,1,333.0,7,2
Dog,Female,No,Labrador Retriever,White,Tan,1.0,0,0,89.0,5,6
Dog,Male,Yes,German Shepherd,Brown,Tan,111.0,1,1,731.0,6,3
Dog,Male,Yes,Chihuahua - Smooth,Red,Missing,10.0,1,1,365.0,8,0
Puppy,Female,No,American Pit Bull Terrier,Brown,Missing,3.0,0,0,62.0,9,4
Kitten,Male,Yes,Domestic Medium Hair,Blue,White,14.0,0,1,75.0,8,3
Cat,Female,Yes,Domestic Shorthair,Orange,Missing,132.0,1,1,1096.0,4,5
Cat,Male,Yes,Domestic Shorthair,Orange Tabby,Missing,58.0,1,1,35.0,6,0
Dog,Female,No,Great Pyrenees,White,Missing,69.0,1,1,365.0,7,5
Cat,Male,No,Domestic Shorthair,Black,Missing,121.0,1,0,4.0,3,2
Cat,Female,Yes,Domestic Shorthair,Brown Tabby,White,4.0,1,1,731.0,9,1
Cat,Male,Unknown,Domestic Shorthair,Orange Tabby,Missing,1.0,0,0,14.0,5,2
Cat,Male,Yes,Domestic Shorthair,Orange Tabby,White,42.0,1,1,4516.0,7,2
Cat,Unknown,Unknown,Domestic Shorthair,Brown Tabby,White,11.0,0,0,181.0,7,5
Cat,Female,Yes,Domestic Shorthair,Brown Tabby,Missing,59.0,1,0,1.0,4,2
Cat,Female,Yes,Domestic Shorthair,Torbie,White,55.0,1,1,24.0,5,6
Cat,Male,Yes,Domestic Shorthair,Brown Tabby,White,49.0,0,1,731.0,5,5
Kitten,Female,Yes,Domestic Medium Hair,Orange Tabby,Missing,29.0,1,0,61.0,8,2
Cat,Unknown,Unknown,Domestic Shorthair,Black,Missing,8.0,0,0,56.0,5,3
Cat,Male,Yes,Domestic Shorthair,Brown Tabby,Missing,3.0,0,0,5114.0,6,2
Dog,Male,Yes,Labrador Retriever,Black,Missing,72.0,1,1,168.0,2,3
Cat,Female,No,Domestic Shorthair,Orange Tabby,White,2.0,0,0,365.0,9,1
Kitten,Female,Yes,Domestic Shorthair,Brown Tabby,White,9.0,1,1,72.0,8,1
Dog,Female,Yes,Siberian Husky,Black,White,20.0,1,1,731.0,7,2
Dog,Male,Yes,American Pit Bull Terrier,White,Missing,136.0,1,1,555.0,3,4
Cat,Male,Yes,Domestic Shorthair,Blue,Missing,116.0,1,1,83.0,5,4
Cat,Female,Yes,Domestic Shorthair,Black,White,11.0,1,1,181.0,8,2
Cat,Female,No,Domestic Shorthair,Calico,Missing,0.0,0,0,7.0,5,4
Cat,Male,yes,Domestic Shorthair,Orange Tabby,White,14.0,1,0,98.0,7,1
Dog,Male,No,Jack Russell Terrier - Wire-haired,White,Brown,2.0,0,1,242.0,8,2
Dog,Male,Yes,Working Kelpie,Brown Brindle,Missing,69.0,0,1,1826.0,5,0
Cat,Male,No,Domestic Shorthair,Black,White,10.0,1,1,70.0,7,2
Cat,Male,Yes,Domestic Shorthair,Black,Missing,7.0,0,1,731.0,5,3
Cat,Female,Unknown,Domestic Shorthair,Blue,White,10.0,0,0,1461.0,7,2
Cat,Unknown,No,Domestic Shorthair,White,Black,4.0,0,0,547.0,8,3
Kitten,Male,Yes,Domestic Shorthair,Brown Tabby,Missing,58.0,1,1,42.0,7,3
Cat,Male,Yes,Domestic Shorthair,Orange Tabby,Orange Tabby,43.0,1,1,20.0,5,3
Cat,Unknown,Unknown,Domestic Shorthair,White,Calico,2.0,0,0,122.0,6,4
Dog,Female,Yes,Dutch Shepherd,Black Brindle,Missing,24.0,1,1,151.0,6,6
Cat,Male,Yes,Domestic Shorthair,Black,White,3.0,1,0,70.0,5,1
Kitten,Female,yes,Domestic Shorthair,Orange Tabby,Missing,1.0,1,1,62.0,9,1
Dog,Male,Yes,Jack Russell Terrier,Tri Color,Missing,0.0,0,1,964.0,6,2
Cat,Female,Yes,Domestic Shorthair,Orange Tabby,White,34.0,1,1,180.0,6,3
Cat,Female,Yes,Domestic Shorthair,Brown Tabby,Missing,105.0,1,1,366.0,2,2
Kitten,Unknown,Unknown,Domestic Shorthair,Brown Tabby,Missing,0.0,0,0,122.0,5,1
Cat,Male,Yes,Domestic Shorthair,Black,White,1.0,1,1,105.0,7,6
Cat,Female,No,Domestic Shorthair,White,Blue,0.0,0,0,14.0,5,3
Dog,Female,Yes,Border Collie,White,Black,12.0,1,1,365.0,5,1
Dog,Unknown,No,Boxer,Brown,Missing,33.0,0,0,-2.0,5,3
Cat,Female,Yes,Domestic Shorthair,White,Brown Tabby,43.0,1,1,31.0,4,3
Cat,Male,Yes,Domestic Shorthair,Black,Missing,138.0,1,1,1461.0,2,0
Cat,Male,Yes,Domestic Shorthair,White,Black,85.0,1,0,6.0,4,1
Puppy,Male,Yes,German Shepherd,Black,Tan,4.0,1,0,56.0,9,0
Kitten,Male,No,Domestic Shorthair,Black,Missing,1.0,0,0,21.0,6,4
Kitten,Unknown,No,Domestic Shorthair,Lilac Point,Missing,0.0,0,0,21.0,8,1
Puppy,Female,Yes,German Shepherd,Black,Brown,14.0,1,1,61.0,9,1
Dog,Male,Yes,Pointer,White,Chocolate,13.0,0,1,148.0,9,4
Dog,Female,yes,Australian Cattle Dog,Black,Missing,28.0,1,1,39.0,5,3
Cat,Female,No,Domestic Shorthair,Brown Tabby,Missing,6.0,0,0,730.0,6,3
Dog,Male,Yes,German Shepherd,Black,Buff,25.0,1,1,3116.0,7,0
Cat,Male,Yes,Domestic Medium Hair,Orange Tabby,Missing,48.0,1,1,4363.0,3,2
Cat,Male,Yes,Domestic Shorthair,Brown Tabby,White,76.0,0,1,0.0,3,6
Kitten,Unknown,Unknown,Domestic Shorthair,Brown Tabby,Missing,0.0,0,0,7.0,9,0
Cat,Unknown,Unknown,Domestic Shorthair,Orange Tabby,Orange,3.0,0,0,365.0,6,1
Kitten,Female,Yes,Domestic Shorthair,Torbie,Missing,39.0,1,1,31.0,8,0
Cat,Unknown,Unknown,Domestic Shorthair,White,Missing,0.0,0,0,122.0,8,1
Dog,Male,No,Great Pyrenees,Tan,White,0.0,0,0,21.0,5,1
Cat,Female,Yes,Domestic Shorthair,Brown Tabby,Missing,10.0,1,1,305.0,8,1
Cat,Unknown,Unknown,Domestic Shorthair,Orange,Missing,10.0,0,0,122.0,6,2
Cat,Male,Yes,Domestic Shorthair,Orange Tabby,White,11.0,1,1,1734.0,7,3
Mammal,Unknown,Unknown,Skunk - Striped,Black,White,18.0,0,0,122.0,7,0
Dog,Male,yes,English Staffordshire Bull Terrier,Blue,White,20.0,1,1,730.0,8,0
Cat,Male,Yes,Domestic Shorthair,Black,White,65.0,1,1,35.0,5,2
Cat,Male,Yes,Domestic Shorthair,Brown Tabby,White,7.0,1,0,70.0,5,0
Dog,Unknown,Unknown,Labrador Retriever,Black,White,0.0,0,0,122.0,5,2
Dog,Male,Yes,German Shepherd,Black,Black,13.0,1,1,346.0,6,6
Cat,Female,Yes,Domestic Shorthair,Calico,Missing,27.0,1,1,35.0,5,3
Cat,Female,yes,Domestic Shorthair,Tortoiseshell,Missing,26.0,1,0,1096.0,7,2
Kitten,Female,No,Domestic Shorthair,Black,Black,0.0,0,0,49.0,6,0
Cat,Male,Yes,Domestic Shorthair,Flame Point,Missing,11.0,1,0,122.0,7,0
Cat,Female,Unknown,Domestic Shorthair,Black,Missing,25.0,0,0,365.0,6,2
Kitten,Female,yes,Domestic Shorthair,Blue,White,30.0,1,1,42.0,7,6
Dog,Male,yes,German Shepherd,Black,Missing,3.0,1,0,56.0,5,3
Cat,Female,Unknown,Domestic Shorthair,Orange Tabby,White,0.0,0,1,3287.0,9,1
Dog,Female,Yes,Boxer,Brown,White,8.0,0,1,1095.0,7,0
Cat,Female,Yes,Domestic Shorthair,Calico,Brown Tabby,6.0,1,1,1461.0,6,4
Dog,Female,yes,Schnauzer - Miniature,Red,Missing,8.0,1,0,731.0,7,0
Cat,Female,Yes,Domestic Shorthair,Black,Missing,25.0,1,0,92.0,6,3
Mammal,Unknown,Unknown,Bat - Unspecified,Brown,Black,0.0,0,0,122.0,5,2
Cat,Male,No,Domestic Shorthair,Brown Tabby,White,3.0,0,0,731.0,7,1
Cat,Female,No,Domestic Shorthair,Tortoiseshell,Missing,3.0,0,0,304.0,9,4
Dog,Female,Yes,Dachshund - Smooth,Brown,Missing,15.0,0,0,1096.0,7,0
Kitten,Male,No,Domestic Shorthair,Brown Tabby,Missing,9.0,0,0,30.0,5,1
Dog,Male,Yes,American Pit Bull Terrier,Brown Brindle,White,171.0,1,1,1461.0,4,6
Dog,Female,Yes,American Pit Bull Terrier,Blue Brindle,White,40.0,1,1,365.0,8,5
Cat,Female,No,Domestic Shorthair,Black,Missing,5.0,0,1,52.0,5,0
Cat,Unknown,Unknown,Domestic Shorthair,Black,Missing,0.0,0,0,731.0,5,5
Dog,Female,Yes,German Shepherd,Brown,Tri Color,38.0,1,1,365.0,6,6
Dog,Male,Yes,Chihuahua - Smooth,Tan,Missing,10.0,1,1,730.0,8,0
Dog,Male,Yes,German Shepherd,Black,Tri Color,32.0,1,1,182.0,4,1
Dog,Male,Yes,Mountain Cur,Tan,Black,6.0,1,0,82.0,6,3
Dog,Female,Yes,American Staffordshire Terrier,Brown,White,27.0,1,0,119.0,6,2
Dog,Male,Yes,Jack Russell Terrier - Wire-haired,Tan,White,28.0,1,1,1826.0,7,1
Cat,Male,Yes,Domestic Shorthair,Black,Smoke,1.0,1,1,264.0,5,2
Cat,Male,No,Domestic Shorthair,Brown Tabby,Missing,0.0,0,0,14.0,5,1
Kitten,Male,Yes,Domestic Shorthair,White,Blue,20.0,1,0,55.0,8,3
Dog,Female,Yes,Great Dane,Black,White,168.0,1,1,1389.0,2,3
Dog,Male,Yes,Catahoula Leopard Dog,Brown Brindle,White,272.0,1,1,1448.0,10,6
Cat,Female,Yes,Domestic Shorthair,Brown Tabby,White,27.0,1,1,2192.0,7,1
Guinea Pig,Male,No,Rex,Tri Color,Missing,49.0,1,1,227.0,6,4
Cat,Female,No,Domestic Shorthair,Brown Tabby,White,2.0,0,0,365.0,8,1
Cat,Male,yes,Domestic Shorthair,Orange Tabby,White,6.0,1,1,61.0,5,1
Dog,Male,Yes,Labrador Retriever,Black,White,36.0,1,1,888.0,7,2
Dog,Male,Yes,Labrador Retriever,White,Black,1.0,0,1,2556.0,8,5
Dog,Male,yes,Labrador Retriever,Black,Missing,22.0,1,0,128.0,6,0
Kitten,Female,No,Domestic Shorthair,Brown Tabby,White,4.0,0,1,2.0,5,5
Dog,Male,Yes,Labrador Retriever,Black,Missing,545.0,1,1,365.0,2,3
Dog,Male,Yes,Siberian Husky,White,Black,11.0,1,1,1096.0,5,3
Cat,Male,Yes,Domestic Shorthair,Cream Ginger Tabby,White,9.0,1,0,731.0,6,3
Kitten,Female,Yes,Domestic Shorthair,Brown Tabby,Missing,29.0,1,0,39.0,8,1
Puppy,Female,yes,Fox Terrier - Wire-haired,Black,Brown,10.0,1,1,62.0,9,1
Dog,Male,Yes,ALASKAN HUSKY,White,Cream,7.0,1,1,912.0,7,4
Cat,Male,Yes,Domestic Medium Hair,Brown Tabby,White,49.0,1,1,731.0,5,2
Puppy,Female,No,French Bulldog,Blue Merle,Missing,0.0,0,1,70.0,8,6
Cat,Male,yes,Domestic Shorthair,Brown Tabby,Missing,90.0,1,1,59.0,4,1
Cat,Female,Yes,Domestic Shorthair,Brown Tabby,Missing,4.0,1,1,1114.0,8,0
Dog,Male,yes,Poodle - Standard,Tan,Missing,20.0,1,1,731.0,5,4
Dog,Male,yes,Chihuahua - Smooth,White,Brown,9.0,1,1,2922.0,9,6
Cat,Male,No,Domestic Shorthair,Orange Tabby,White,15.0,0,0,518.0,8,6
Mammal,Unknown,Unknown,Bat - Unspecified,Red,Missing,4.0,0,0,731.0,8,2
Cat,Male,No,Domestic Shorthair,Brown Tabby,White,2.0,0,1,731.0,6,4
Dog,Male,Unknown,Golden Retriever,Brown,Missing,6.0,0,1,731.0,5,4
Dog,Male,Yes,American Pit Bull Terrier,Black,White,46.0,0,1,2556.0,6,2
Dog,Male,Yes,Chihuahua - Smooth,Tan,Missing,75.0,1,1,1096.0,3,6
Kitten,Unknown,Unknown,Domestic Shorthair,White,Brown,0.0,0,1,122.0,6,5
Kitten,Male,Yes,Domestic Shorthair,Brown Tabby,White,7.0,1,0,61.0,8,4
Cat,Female,Yes,Domestic Long Hair,Brown Tabby,Black,0.0,0,1,2922.0,5,2
Cat,Male,No,Domestic Shorthair,Black,White,3.0,0,0,1826.0,6,6
Cat,Female,Unknown,Himalayan,Cream,Brown,0.0,0,1,1826.0,5,0
Cat,Unknown,Unknown,Domestic Shorthair,Black,Black,16.0,1,1,91.0,7,3
Dog,Female,Yes,French Bulldog,Blue,White,47.0,1,1,366.0,3,4
Kitten,Unknown,Unknown,Domestic Shorthair,Muted Tortoiseshell,Grey,4.0,0,0,122.0,5,4
Mammal,Unknown,Unknown,Bat - Unspecified,Brown,Missing,3.0,0,0,731.0,9,0
Cat,Female,No,Domestic Shorthair,Black,Missing,6.0,0,0,1096.0,7,2
Dog,Female,Yes,American Staffordshire Terrier,Black,White,38.0,1,1,242.0,5,1
Cat,Male,Yes,Domestic Shorthair,Orange Tabby,Missing,97.0,1,1,731.0,3,6
Kitten,Male,No,Domestic Shorthair,Brown Tabby,Missing,11.0,0,0,61.0,6,1
Dog,Female,Yes,ENG POINTER,White,Black,181.0,1,1,731.0,3,0
Cat,Male,Unknown,Domestic Shorthair,Blue,White,8.0,0,1,365.0,5,0
Dog,Female,Yes,Bull Terrier,White,Black,138.0,1,1,682.0,3,1
Cat,Female,yes,Domestic Shorthair,White,Calico,17.0,1,1,212.0,7,0
Cat,Male,Yes,Domestic Shorthair,Brown Tabby,Missing,68.0,1,1,21.0,5,4
Mammal,Unknown,Unknown,Bat - Unspecified,Brown,Missing,0.0,0,0,122.0,6,0
Cat,Male,Yes,Domestic Shorthair,Brown Tabby,Missing,37.0,1,1,91.0,7,3
Cat,Male,yes,Domestic Long Hair,Black,Missing,5.0,1,1,365.0,9,2
Cat,Unknown,Unknown,Domestic Shorthair,White,Missing,12.0,0,0,16.0,6,0
Dog,Female,Yes,American Pit Bull Terrier,Brown Brindle,Missing,159.0,1,1,2188.0,3,0
Dog,Male,Yes,American Staffordshire Terrier,Black,White,101.0,1,1,418.0,3,6
Dog,Male,yes,Border Collie,Black,White,30.0,1,1,304.0,4,0
Cat,Male,No,Domestic Shorthair,Blue,Missing,0.0,0,0,16.0,5,1
Cat,Female,yes,Domestic Shorthair,White,Brown Tabby,11.0,1,1,365.0,5,3
Cat,Male,Yes,Domestic Shorthair,Brown Tabby,White,59.0,1,1,21.0,5,6
Dog,Female,Yes,American Pit Bull Terrier,Black,White,505.0,1,1,1456.0,2,4
Cat,Female,Yes,Domestic Shorthair,Brown Tabby,Missing,27.0,0,0,731.0,8,5
Dog,Female,Yes,American Pit Bull Terrier,White,Black,11.0,1,1,61.0,5,3
Dog,Female,No,Labrador Retriever,Black,White,35.0,1,1,90.0,7,0
Cat,Male,No,Domestic Shorthair,Black,White,0.0,0,0,14.0,5,0
Cat,Male,Yes,Domestic Shorthair,Blue,Tabby,60.0,1,1,68.0,7,0
Cat,Male,No,Domestic Shorthair,Orange Tabby,Missing,2.0,0,0,21.0,5,1
Dog,Male,Yes,Labrador Retriever,Brown,Black,26.0,1,1,42.0,6,1
Dog,Male,Yes,Foxhound,Tri Color,Missing,4.0,1,1,125.0,8,0
Dog,Female,Yes,American Pit Bull Terrier,Brown,White,36.0,1,1,165.0,6,4
Cat,Unknown,Unknown,Domestic Shorthair,Black,Missing,7.0,0,0,365.0,8,2
Cat,Female,Yes,Domestic Medium Hair,Orange Tabby,White,46.0,1,0,42.0,6,4
Mammal,Unknown,Unknown,Bat - Unspecified,Brown,Brown,0.0,0,0,365.0,5,2
Dog,Female,Yes,American Pit Bull Terrier,Brown Brindle,White,476.0,1,1,366.0,5,3
Dog,Female,yes,German Shepherd,Brown,Missing,11.0,1,1,151.0,5,4
Cat,Male,No,Domestic Shorthair,Orange Tabby,White,6.0,0,0,35.0,6,0
Dog,Female,Yes,Rottweiler,Black,Swiss Tri Color,5.0,1,0,731.0,5,2
Kitten,Female,Unknown,Domestic Shorthair,Orange Tabby,Missing,6.0,0,0,92.0,9,0
Dog,Unknown,Unknown,American Pit Bull Terrier,White,Missing,2.0,0,0,122.0,6,3
Cat,Female,Yes,Domestic Shorthair,Brown Tabby,Brown,38.0,1,0,61.0,6,4
Puppy,Male,Yes,Pointer,White,Black,5.0,1,0,92.0,9,2
Dog,Female,No,German Shepherd,Brown,Black,1.0,0,1,4018.0,9,2
Cat,Female,Yes,Domestic Shorthair,Brown Tabby,Missing,77.0,1,1,22.0,4,2
Rabbit,Female,Yes,French Lop,White,Brown,41.0,1,0,365.0,7,3
Dog,Male,Yes,Shepherd,Brown,Tan,20.0,1,1,2008.0,8,1
Dog,Male,Yes,Labrador Retriever,Black,Missing,4.0,0,1,92.0,8,4
Kitten,Unknown,No,Domestic Shorthair,Black,White,6.0,0,0,122.0,5,2
Cat,Female,Yes,Domestic Shorthair,Black,Missing,4.0,1,1,731.0,9,0
Cat,Female,Yes,Domestic Shorthair,Smoke Tortoiseshell,Missing,4.0,1,1,365.0,7,1
Dog,Male,Yes,Shiba Inu,White,Missing,55.0,1,1,1096.0,6,3
Cat,Female,yes,Domestic Shorthair,Black,White,36.0,1,1,547.0,5,1
Dog,Female,Yes,Weimaraner - Smooth,Fawn,White,10.0,1,0,61.0,6,1
Dog,Female,Yes,Collie Rough,Tan,White,68.0,1,0,1099.0,5,2
Kitten,Female,No,Domestic Shorthair,Brown Tabby,Missing,45.0,0,0,2.0,7,4
Mammal,Unknown,Unknown,Bat - Unspecified,Brown,Missing,0.0,0,0,122.0,9,0
Kitten,Female,No,Domestic Shorthair,Brown Tabby,Black,11.0,0,0,39.0,6,1
Dog,Male,Yes,American Pit Bull Terrier,White,Tan,96.0,0,1,243.0,6,1
Cat,Male,yes,Domestic Shorthair,Black,White,48.0,1,0,15.0,4,3
Dog,Female,Yes,BLACK MOUTH CUR,Brown,Black,8.0,1,1,605.0,6,0
Cat,Male,Yes,Domestic Shorthair,White,Cream,0.0,0,1,689.0,9,3
Dog,Male,Yes,Plott Hound,Brown Brindle,Brown,55.0,0,1,3287.0,6,1
Cat,Male,Yes,Domestic Shorthair,Orange Tabby,White,42.0,1,1,42.0,6,5
Mammal,Unknown,Unknown,Raccoon,Brown,Missing,0.0,0,0,122.0,9,6
Cat,Unknown,Unknown,Domestic Shorthair,Brown Tabby,Orange,30.0,0,1,181.0,6,4
Cat,Male,yes,Domestic Medium Hair,Brown Tabby,Missing,13.0,1,1,365.0,9,1
Kitten,Female,Unknown,Domestic Shorthair,White,Black,0.0,0,0,14.0,7,5
Cat,Male,Yes,Domestic Shorthair,Black,White,44.0,1,1,75.0,6,0
Dog,Male,Yes,American Bulldog,Black,White,138.0,1,1,731.0,3,0
Cat,Male,yes,Domestic Shorthair,Brown Tabby,Missing,66.0,1,1,151.0,6,0
Cat,Female,Unknown,Domestic Shorthair,Torbie,Missing,3.0,0,0,122.0,6,3
Dog,Male,Yes,Dachshund - Smooth,Cream,Missing,6.0,1,0,1096.0,6,2
Cat,Female,Yes,Siamese,LYNX PT,Missing,7.0,1,0,365.0,5,0
Dog,Female,yes,Australian Cattle Dog,Blue,Ticked,6.0,1,1,151.0,5,3
Cat,Male,Yes,Domestic Shorthair,Orange Tabby,White,0.0,1,1,93.0,7,5
Cat,Male,Yes,Domestic Shorthair,Black,Missing,184.0,1,1,731.0,2,6
Dog,Female,yes,Labrador Retriever,Black,Missing,42.0,1,1,95.0,6,0
Cat,Female,Yes,Domestic Medium Hair,Muted Calico,Missing,22.0,1,1,2557.0,8,0
Cat,Female,yes,Domestic Medium Hair,BLUE TABBY,Missing,10.0,1,1,365.0,8,0
Dog,Male,Yes,Beagle,Black,Brown,1.0,0,1,4383.0,6,1
Cat,Female,Yes,Domestic Shorthair,Brown Tabby,Missing,11.0,1,1,395.0,5,6
Cat,Female,Yes,Domestic Shorthair,Calico,Missing,67.0,1,1,21.0,5,4
Cat,Female,No,Domestic Shorthair,Silver,White,14.0,0,0,365.0,5,3
Dog,Unknown,Unknown,Coonhound,Rust,White,0.0,0,1,212.0,6,5
Kitten,Male,No,Domestic Shorthair,Brown Tabby,Missing,0.0,0,0,7.0,7,5
Dog,Unknown,No,German Shorthaired Pointer,White,Black,0.0,0,1,75.0,7,3
Dog,Male,No,Great Pyrenees,Tan,Missing,0.0,0,0,21.0,5,1
Dog,Male,Yes,Labrador Retriever,Chocolate,Missing,179.0,1,1,1000.0,2,1
Dog,Female,Yes,Labrador Retriever,Buff,Missing,1.0,0,1,1461.0,6,4
Cat,Male,yes,Domestic Shorthair,Brown Tabby,Missing,15.0,1,0,70.0,6,0
Dog,Unknown,Unknown,Chihuahua - Smooth,Brown,Missing,0.0,0,0,731.0,7,2
Cat,Female,Unknown,Domestic Shorthair,Brown Tabby,Missing,2.0,0,0,731.0,9,4
Dog,Male,Yes,BLUE LACY,Blue,Missing,13.0,1,1,125.0,7,1
Cat,Male,Yes,Domestic Shorthair,Brown Tabby,Brown,19.0,1,0,51.0,5,0
Cat,Male,Yes,Siamese,White,Missing,64.0,1,0,14.0,4,1
Dog,Female,Yes,American Pit Bull Terrier,Brown,White,19.0,1,1,77.0,6,0
Dog,Male,No,Beagle,Brown,White,8.0,0,0,364.0,7,0
Cat,Male,Yes,Domestic Shorthair,Black,White,175.0,1,1,1826.0,3,5
Cat,Female,yes,Domestic Shorthair,Black,White,8.0,1,1,91.0,7,0
Kitten,Female,No,Domestic Shorthair,Brown Tabby,Missing,2.0,0,0,21.0,7,5
Cat,Male,Yes,Domestic Shorthair,BLUE TABBY,Missing,6.0,1,1,1096.0,7,3
Cat,Female,Yes,Domestic Shorthair,Calico,Missing,7.0,1,0,88.0,7,3
Cat,Male,yes,Domestic Shorthair,Black,White,41.0,1,1,731.0,6,1
Cat,Female,Yes,Domestic Shorthair,Blue,Missing,4.0,1,0,70.0,6,5
Cat,Male,No,Domestic Shorthair,Orange,Missing,28.0,0,1,731.0,6,1
Cat,Male,Yes,Domestic Shorthair,Grey Tabby,White,6.0,1,0,89.0,5,3
Dog,Female,Yes,Rat Terrier,Black,White,11.0,1,1,1096.0,4,4
Kitten,Male,yes,Domestic Shorthair,Brown Tabby,White,42.0,1,1,42.0,7,4
Kitten,Male,Unknown,Domestic Shorthair,Black,Black,4.0,0,0,31.0,6,1
Kitten,Female,No,Domestic Shorthair,Black,Tabby,0.0,0,0,7.0,7,5
Cat,Female,Yes,Domestic Shorthair,White,Grey Tabby,20.0,1,1,122.0,7,2
Dog,Male,No,Chow Chow,Cream,Missing,0.0,0,0,1463.0,5,4
Dog,Female,Yes,Labrador Retriever,White,Black,16.0,1,1,182.0,4,1
Cat,Female,yes,Domestic Long Hair,Orange Tabby,Missing,82.0,1,1,41.0,4,2
Dog,Male,No,American Staffordshire Terrier,White,Brown,5.0,0,0,28.0,5,6
Cat,Female,Unknown,Domestic Shorthair,Tortoiseshell,Cream,3.0,0,0,365.0,7,0
Cat,Female,yes,Domestic Shorthair,Cream Ginger Tabby,Missing,34.0,1,1,42.0,5,3
Cat,Male,yes,Domestic Shorthair,Orange Tabby,Missing,9.0,1,1,122.0,7,2
Dog,Female,Yes,American Pit Bull Terrier,White,Brown,65.0,1,1,731.0,5,4
Dog,Female,Yes,Australian Cattle Dog,Black,White,6.0,1,0,56.0,5,2
Dog,Female,Yes,Border Collie,White,Black,5.0,0,1,3013.0,7,1
